experiment,instance_id,cost,summary_cost,has_summary,summary_count,turn_count,mean_reasoning_tokens,mean_completion_tokens,mean_prompt_tokens,outcome
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-15252,1.3565,0.0,False,0,250,10,350,13748,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-9602,1.762,0.0,False,0,250,9,196,20395,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-11119,2.0847,0.0,False,0,244,2,587,21856,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14672,0.6354,0.0,False,0,89,4,205,19947,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-14248,0.2037,0.0,False,0,26,26,281,22805,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-8265,2.0412,0.0,False,0,250,3,252,23516,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,scikit-learn__scikit-learn-13135,0.1093,0.0,False,0,12,60,211,27718,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-25287,0.9642,0.0,False,0,249,4,91,10531,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14404,0.3605,0.0,False,0,64,12,352,14543,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-14976,2.0313,0.0,False,0,243,3,312,23571,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-17318,0.6882,0.0,False,0,130,8,158,14960,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13315,1.1856,0.0,False,0,243,5,192,13069,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-11848,1.0435,0.0,False,0,245,1,200,11113,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-13989,1.4187,0.0,False,0,250,4,289,15007,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13837,1.201,0.0,False,0,202,50,337,15610,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-12663,1.3169,0.0,False,0,248,0,153,14942,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-12193,0.8994,0.0,False,0,242,2,239,9016,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13821,0.767,0.0,False,0,111,9,409,17684,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,mwaskom__seaborn-3069,1.5164,0.0,False,0,249,5,229,16887,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-11149,1.7887,0.0,False,0,250,3,258,20286,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16819,2.0431,0.0,False,0,250,3,354,22908,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14539,1.599,0.0,False,0,185,92,1069,18553,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pytest-dev__pytest-10081,2.0428,0.0,False,0,455,3,205,11782,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,scikit-learn__scikit-learn-14983,1.8785,0.0,False,0,250,6,457,19827,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13112,0.1838,0.0,False,0,31,24,167,17365,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16485,0.1995,0.0,False,0,22,17,291,26965,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-17029,0.4934,0.0,False,0,125,3,74,11259,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-15554,1.5012,0.0,False,0,175,7,219,25238,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-12713,0.1275,0.0,False,0,30,8,158,11903,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16454,1.3972,0.0,False,0,250,3,140,15973,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,astropy__astropy-13977,2.4929,0.0,False,0,250,3,554,27057,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16429,0.1337,0.0,False,0,27,31,137,14437,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,scikit-learn__scikit-learn-14894,1.0144,0.0,False,0,248,1,130,11076,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-11740,2.3408,0.0,False,0,249,4,191,27925,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-10914,2.4663,0.0,False,0,239,5,116,32024,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-15976,1.4991,0.0,False,0,250,3,181,17024,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13410,1.3721,0.0,False,0,250,1,162,15359,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-22456,1.1779,0.0,False,0,250,2,175,12521,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,astropy__astropy-14182,2.9163,0.0,False,0,250,1,440,33613,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,astropy__astropy-14365,1.4967,0.0,False,0,198,4,278,21391,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-13757,1.2483,0.0,False,0,250,3,255,13106,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pydata__xarray-6744,2.8089,0.0,False,0,247,3,469,29515,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,astropy__astropy-13236,1.4543,0.0,False,0,250,4,261,15802,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-12308,2.2853,0.0,False,0,250,3,135,27819,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-10097,1.4462,0.0,False,0,250,22,195,16187,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-15569,1.3388,0.0,False,0,250,2,211,14665,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-10880,0.187,0.0,False,0,42,8,124,12773,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13023,1.0259,0.0,False,0,244,3,121,11613,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13343,0.1551,0.0,False,0,24,47,182,19251,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13786,0.3135,0.0,False,0,93,37,80,9318,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14089,0.1131,0.0,False,0,20,12,132,17085,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-26113,0.2147,0.0,False,0,35,23,128,17702,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-10999,1.1504,0.0,False,0,249,1,246,11797,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14351,1.6673,0.0,False,0,250,2,160,18757,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,astropy__astropy-8707,1.2578,0.0,False,0,162,18,205,22591,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-7462,1.9536,0.0,False,0,224,0,338,24662,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-11400,3.3525,0.0,False,0,249,13,290,40803,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,astropy__astropy-8872,0.655,0.0,False,0,95,20,224,19779,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-11211,2.5166,0.0,False,0,250,3,213,30222,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pydata__xarray-4075,0.0585,0.0,False,0,11,114,216,15467,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pydata__xarray-3677,1.3835,0.0,False,0,250,2,183,15381,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-24970,1.5276,0.0,False,0,218,2,492,17767,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,scikit-learn__scikit-learn-9288,1.8645,0.0,False,0,250,1,245,21177,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-12741,0.1138,0.0,False,0,23,29,91,14886,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,astropy__astropy-14995,0.1566,0.0,False,0,20,30,520,21086,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-11445,0.3631,0.0,False,0,59,16,205,17512,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pytest-dev__pytest-7432,1.2166,0.0,False,0,250,2,154,13388,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-15368,0.2117,0.0,False,0,56,21,95,10579,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13346,2.2228,0.0,False,0,248,4,267,26193,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-25311,1.098,0.0,False,0,249,3,166,11820,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,psf__requests-5414,2.43,0.0,False,0,250,2,551,24947,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14311,1.822,0.0,False,0,250,4,305,20286,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14376,0.1166,0.0,False,0,17,31,220,20498,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-23314,1.149,0.0,False,0,250,2,108,12872,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,astropy__astropy-12907,0.105,0.0,False,0,14,44,302,22127,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,astropy__astropy-7606,0.1696,0.0,False,0,19,19,233,27163,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-12325,1.376,0.0,False,0,247,2,179,15621,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pylint-dev__pylint-4970,1.6245,0.0,False,0,249,1,216,18553,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-24661,2.4672,0.0,False,0,250,3,369,28280,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,scikit-learn__scikit-learn-14496,0.171,0.0,False,0,20,22,188,26216,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14559,1.5312,0.0,False,0,250,0,366,15860,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-11964,0.1151,0.0,False,0,30,24,112,10946,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-21568,1.5638,0.0,False,0,249,9,199,17680,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14534,1.8317,0.0,False,0,244,3,330,20815,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pydata__xarray-7233,1.9191,0.0,False,0,205,2,374,26659,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-15957,1.7164,0.0,False,0,200,36,267,24939,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-25479,1.473,0.0,False,0,247,22,245,15879,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-9591,2.7448,0.0,False,0,249,3,266,32879,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-17084,1.5228,0.0,False,0,250,1,242,16842,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-13091,0.5209,0.0,False,0,94,11,363,14165,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-12406,2.8811,0.0,False,0,248,4,575,32532,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16255,1.9731,0.0,False,0,161,5,136,38170,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-19637,1.7206,0.0,False,0,242,1,449,18590,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16938,1.8782,0.0,False,0,247,8,179,22253,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13658,0.2005,0.0,False,0,40,32,155,14385,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-10554,2.169,0.0,False,0,247,0,365,24710,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-15599,2.4601,0.0,False,0,250,1,252,29195,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-20916,1.3567,0.0,False,0,250,6,173,15236,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13279,1.7099,0.0,False,0,250,3,535,16956,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-16766,0.1222,0.0,False,0,19,16,162,19334,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pytest-dev__pytest-7982,0.2847,0.0,False,0,50,56,144,16526,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pylint-dev__pylint-4551,0.9895,0.0,False,0,249,3,126,10739,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14915,1.113,0.0,False,0,177,1,367,16534,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16145,0.1886,0.0,False,0,36,86,428,12880,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-7985,1.1578,0.0,False,0,250,2,195,12389,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-15315,1.4958,0.0,False,0,250,2,407,14987,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pydata__xarray-4695,1.9648,0.0,False,0,206,1,630,24677,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13809,1.0841,0.0,False,0,250,25,149,11812,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-21596,1.0626,0.0,False,0,248,3,128,11786,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14155,1.503,0.0,False,0,250,2,250,16527,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-11555,1.1366,0.0,False,0,249,3,85,12977,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pylint-dev__pylint-4604,1.1129,0.0,False,0,250,3,162,12062,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-11239,0.1642,0.0,False,0,38,39,202,11654,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14017,1.9943,0.0,False,0,249,4,270,22978,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-16886,0.3231,0.0,False,0,74,6,53,12764,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14725,3.0454,0.0,False,0,238,3,966,32028,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-12708,0.457,0.0,False,0,119,0,79,10862,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,scikit-learn__scikit-learn-14710,0.1002,0.0,False,0,14,12,196,20746,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-9296,1.3788,0.0,False,0,250,2,161,15523,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14792,1.7048,0.0,False,0,214,3,299,22566,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-25122,2.1182,0.0,False,0,250,2,303,24294,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-24026,0.0954,0.0,False,0,20,33,255,13053,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-25332,1.4958,0.0,False,0,139,7,794,27952,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-15916,0.3113,0.0,False,0,56,15,198,15797,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-11133,0.9775,0.0,False,0,245,2,118,10924,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-15104,0.1683,0.0,False,0,41,29,127,11462,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,psf__requests-1766,0.1221,0.0,False,0,15,0,344,22380,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-8593,1.5791,0.0,False,0,250,4,205,17920,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-21379,1.0168,0.0,False,0,247,3,111,11209,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-11163,2.4303,0.0,False,0,250,4,190,29435,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16116,0.7079,0.0,False,0,97,16,274,18659,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16493,1.9556,0.0,False,0,249,7,762,18430,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-20590,0.1408,0.0,False,0,23,14,146,18442,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-19040,2.1168,0.0,False,0,250,2,245,24599,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-15161,1.2609,0.0,False,0,248,3,258,13400,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-11999,2.2829,0.0,False,0,248,5,376,26165,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-12209,0.3212,0.0,False,0,64,26,348,12497,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-22871,1.5491,0.0,False,0,243,2,213,18050,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,scikit-learn__scikit-learn-13124,0.1725,0.0,False,0,19,35,482,25384,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16082,0.4312,0.0,False,0,96,4,161,12251,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16333,1.7331,0.0,False,0,196,4,199,26490,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-11880,1.0444,0.0,False,0,248,3,100,11635,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13401,0.1689,0.0,False,0,30,79,305,15334,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pydata__xarray-3305,1.0698,0.0,False,0,243,1,247,11018,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14315,0.1735,0.0,False,0,48,16,120,9857,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16667,1.452,0.0,False,0,245,0,113,17248,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-23299,1.6026,0.0,False,0,249,4,296,17357,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pydata__xarray-7393,1.4343,0.0,False,0,250,1,355,14386,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-8120,1.326,0.0,False,0,249,6,179,14819,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-22080,1.6543,0.0,False,0,163,16,818,25511,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-11451,0.0595,0.0,False,0,12,90,170,14883,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pytest-dev__pytest-7205,1.0116,0.0,False,0,249,4,148,10626,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,astropy__astropy-7671,1.4912,0.0,False,0,249,4,246,16434,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13569,1.4054,0.0,False,0,250,1,185,15568,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,scikit-learn__scikit-learn-14629,0.1134,0.0,False,0,24,12,259,12666,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-20801,1.2346,0.0,False,0,250,7,124,14033,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-12143,1.0483,0.0,False,0,250,2,119,11457,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,scikit-learn__scikit-learn-11310,0.134,0.0,False,0,20,25,235,19381,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-8269,1.2221,0.0,False,0,250,5,160,13517,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-11532,1.5251,0.0,False,0,250,4,192,17063,0
