experiment,instance_id,cost,summary_cost,has_summary,summary_count,turn_count,mean_reasoning_tokens,mean_completion_tokens,mean_prompt_tokens,outcome,strategy,scaffold
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,scikit-learn__scikit-learn-14053,0.1671,0.0,False,0,29,0,108,11945,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,scikit-learn__scikit-learn-14141,0.1086,0.0,False,0,28,0,53,8366,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,scikit-learn__scikit-learn-14496,0.196,0.0,False,0,30,0,107,13916,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,scikit-learn__scikit-learn-14894,0.0712,0.0,False,0,16,0,190,7680,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,scikit-learn__scikit-learn-15100,0.1162,0.0,False,0,25,0,115,9265,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,scikit-learn__scikit-learn-25232,0.7099,0.0,False,0,52,0,145,22560,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,scikit-learn__scikit-learn-25931,0.9444,0.0,False,0,63,0,134,23817,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,scikit-learn__scikit-learn-25973,0.5546,0.0,False,0,44,0,117,20907,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,scikit-learn__scikit-learn-26323,0.2127,0.0,False,0,33,0,187,12977,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,scikit-learn__scikit-learn-9288,0.1679,0.0,False,0,30,0,130,11339,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-11618,0.1801,0.0,False,0,33,0,146,11115,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-12096,0.3225,0.0,False,0,46,0,93,15602,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-12419,0.9654,0.0,False,0,75,0,114,21328,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-12481,0.4509,0.0,False,0,44,0,135,20302,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-13372,0.1336,0.0,False,0,25,0,120,10979,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-13480,0.0696,0.0,False,0,20,0,105,6752,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-13551,2.8347,0.0,False,0,114,0,158,35756,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-13647,0.2435,0.0,False,0,37,0,111,14127,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-13757,1.1423,0.0,False,0,73,0,109,25010,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-13798,0.3121,0.0,False,0,37,0,139,18266,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-13878,0.964,0.0,False,0,60,0,156,24016,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-14531,0.7385,0.0,False,0,58,0,106,21166,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-14711,0.1809,0.0,False,0,33,0,87,11724,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-14976,0.5433,0.0,False,0,60,0,117,18891,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-15349,0.1587,0.0,False,0,28,0,205,10822,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-15809,0.2294,0.0,False,0,39,0,86,12813,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-16450,0.2968,0.0,False,0,45,0,109,14312,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-16766,0.0708,0.0,False,0,19,0,109,7158,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-16792,0.818,0.0,False,0,61,0,102,22345,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-16886,0.0984,0.0,False,0,22,0,70,9384,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-17139,0.1442,0.0,False,0,26,0,99,11769,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-17655,2.7484,0.0,False,0,125,0,121,32778,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-18189,0.3071,0.0,False,0,40,0,99,16972,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-19040,1.7353,0.0,False,0,89,0,115,29384,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-19346,0.7066,0.0,False,0,54,0,90,22704,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-19495,0.296,0.0,False,0,39,0,172,15880,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-19637,0.0836,0.0,False,0,18,0,78,9423,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-19783,1.0922,0.0,False,0,81,0,117,21927,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-19954,0.1998,0.0,False,0,34,0,149,11985,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-20154,0.3519,0.0,False,0,40,0,109,18177,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-20590,0.6887,0.0,False,0,97,0,41,16922,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-20801,1.1996,0.0,False,0,75,0,102,25013,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-21379,0.4249,0.0,False,0,46,0,126,18094,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-21847,0.2217,0.0,False,0,34,0,181,13124,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-22456,0.4758,0.0,False,0,60,0,120,17699,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-22714,0.1299,0.0,False,0,28,0,116,9458,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-22914,0.479,0.0,False,0,56,0,143,18917,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-23262,4.7765,0.0,False,0,145,0,117,46412,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-23534,0.7142,0.0,False,0,56,0,122,21173,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-23824,0.2717,0.0,False,0,36,0,94,16448,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-23950,0.1444,0.0,False,0,33,0,112,8977,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-24066,0.3636,0.0,False,0,46,0,131,17186,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-24213,0.168,0.0,False,0,30,0,102,11803,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-24443,0.1663,0.0,False,0,30,0,119,11677,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-24539,0.0947,0.0,False,0,22,0,113,8485,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-24562,0.2514,0.0,False,0,42,0,125,12701,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-24661,0.7501,0.0,False,0,59,0,125,20969,1,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,astropy__astropy-12907,0.1224,0.0,False,0,24,0,133,10158,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,astropy__astropy-13033,24.7689,0.0,False,0,251,0,62,97173,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,astropy__astropy-13236,0.59,0.0,False,0,50,0,158,19735,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,astropy__astropy-13398,2.1242,0.0,False,0,69,0,170,43128,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,astropy__astropy-13453,0.7566,0.0,False,0,47,0,129,24763,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,astropy__astropy-13579,0.4899,0.0,False,0,43,0,233,19396,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,astropy__astropy-13977,0.6098,0.0,False,0,50,0,129,19898,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,astropy__astropy-14096,3.8015,0.0,False,0,120,0,210,43485,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,astropy__astropy-14182,0.7682,0.0,False,0,62,0,153,21301,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,astropy__astropy-14309,0.1546,0.0,False,0,30,0,104,10576,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,astropy__astropy-14365,0.1908,0.0,False,0,30,0,98,13541,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,astropy__astropy-14369,0.4621,0.0,False,0,46,0,102,18354,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,astropy__astropy-14508,0.2695,0.0,False,0,44,0,239,11630,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,astropy__astropy-14539,0.1777,0.0,False,0,32,0,137,11318,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,astropy__astropy-14598,1.373,0.0,False,0,69,0,285,28653,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,astropy__astropy-14995,0.2172,0.0,False,0,31,0,175,14221,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,astropy__astropy-7606,0.1745,0.0,False,0,32,0,96,11440,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,astropy__astropy-8707,0.9744,0.0,False,0,63,0,225,24124,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,astropy__astropy-8872,0.1616,0.0,False,0,29,0,132,11396,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-10097,0.4397,0.0,False,0,83,0,124,11449,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-10554,4.0861,0.0,False,0,109,0,184,50780,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-10999,0.2133,0.0,False,0,32,0,148,13758,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-11087,1.45,0.0,False,0,72,0,237,27683,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-11141,1.2399,0.0,False,0,68,0,217,27297,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-11149,0.3795,0.0,False,0,43,0,122,17600,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-11206,0.5102,0.0,False,0,42,0,256,19682,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-11239,0.5552,0.0,False,0,53,0,211,18343,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-11265,1.9105,0.0,False,0,79,0,145,34831,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-11400,16.5679,0.0,False,0,251,0,98,75922,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-11433,1.8736,0.0,False,0,80,0,259,32873,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-11477,2.327,0.0,False,0,91,0,190,36580,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-11490,0.4992,0.0,False,0,50,0,146,19151,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-11532,0.5604,0.0,False,0,46,0,109,20563,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-11728,1.9097,0.0,False,0,57,0,118,45292,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-11734,5.1845,0.0,False,0,128,0,153,55820,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-11790,0.2503,0.0,False,0,36,0,181,14193,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-11820,0.6053,0.0,False,0,55,0,195,19073,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-11885,2.049,0.0,False,0,82,0,244,34237,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-11964,1.0513,0.0,False,0,63,0,108,25831,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-12125,1.1906,0.0,False,0,80,0,183,24318,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-12193,0.4622,0.0,False,0,41,0,291,19453,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-12273,1.016,0.0,False,0,83,0,144,18841,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-12304,0.3384,0.0,False,0,41,0,105,15343,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-12325,1.0347,0.0,False,0,61,0,228,25733,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-12406,1.6131,0.0,False,0,80,0,104,29997,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-12754,2.4829,0.0,False,0,94,0,149,37273,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-12774,0.6035,0.0,False,0,61,0,145,18481,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-13112,0.6957,0.0,False,0,59,0,133,19842,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-13121,0.7878,0.0,False,0,65,0,102,20465,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-13158,2.8981,0.0,False,0,73,0,146,52403,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-13195,1.6191,0.0,False,0,75,0,186,31722,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-13212,0.7531,0.0,False,0,50,0,75,23112,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-13297,2.7394,0.0,False,0,95,0,236,39454,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-13344,0.6155,0.0,False,0,49,0,178,21266,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-13401,0.5285,0.0,False,0,51,0,186,18538,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-13406,3.7992,0.0,False,0,111,0,150,47390,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-13410,6.2468,0.0,False,0,183,0,72,48589,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-13449,1.1107,0.0,False,0,67,0,224,25027,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-13513,0.3495,0.0,False,0,47,0,170,15696,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-13551,0.4539,0.0,False,0,40,0,203,18961,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-13568,0.6857,0.0,False,0,58,0,140,19900,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-13794,1.7054,0.0,False,0,86,0,173,29016,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-13807,0.3539,0.0,False,0,39,0,194,16387,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-14011,0.2674,0.0,False,0,40,0,128,14133,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-14034,0.6201,0.0,False,0,53,0,193,20330,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-14140,0.3439,0.0,False,0,43,0,191,16765,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-14155,0.3111,0.0,False,0,45,0,170,14516,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-14170,0.3926,0.0,False,0,39,0,144,17357,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-14315,0.7638,0.0,False,0,56,0,221,21175,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-14351,2.5819,0.0,False,0,93,0,178,38537,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-14376,0.149,0.0,False,0,28,0,109,11042,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-14404,0.3545,0.0,False,0,48,0,81,16628,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-14500,0.7078,0.0,False,0,54,0,189,21524,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-14725,1.1766,0.0,False,0,62,0,166,26852,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-14792,1.0365,0.0,False,0,55,0,281,25930,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-14999,3.1727,0.0,False,0,88,0,286,48930,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-15098,0.5716,0.0,False,0,56,0,197,17963,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-15127,0.4281,0.0,False,0,66,0,128,13428,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-15161,1.5814,0.0,False,0,72,0,75,31830,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-15252,4.7438,0.0,False,0,197,0,89,36794,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-15280,20.2624,0.0,False,0,213,0,232,93854,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-15503,0.9052,0.0,False,0,50,0,234,25980,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-15554,9.5902,0.0,False,0,174,0,139,68239,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-15563,1.7159,0.0,False,0,82,0,283,29585,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-15629,2.3117,0.0,False,0,86,0,143,37699,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-15695,1.4537,0.0,False,0,76,0,193,27948,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-15732,0.5871,0.0,False,0,47,0,143,20992,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-15916,3.5882,0.0,False,0,116,0,181,43153,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-15957,5.1408,0.0,False,0,134,0,236,51870,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-15973,1.1968,0.0,False,0,62,0,151,27782,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-16256,0.3832,0.0,False,0,41,0,104,20243,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-16263,1.4028,0.0,False,0,76,0,154,27517,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-16502,0.6704,0.0,False,0,50,0,303,20646,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-16631,2.0459,0.0,False,0,54,0,124,50733,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-16642,0.2811,0.0,False,0,41,0,114,14876,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-16667,0.1803,0.0,False,0,28,0,169,12922,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-16877,0.1577,0.0,False,0,30,0,151,10587,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-16901,1.6042,0.0,False,0,74,0,241,30613,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-16938,0.319,0.0,False,0,45,0,150,15044,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,django__django-16950,0.0347,0.0,False,0,16,0,53,4630,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-14623,4.0884,0.0,False,0,125,0,129,45502,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-20676,0.2694,0.0,False,0,39,0,134,14684,0,Raw Agent,sweagent
